"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","premise","postal_code_new"
"10178","08/18/2015","ROBBERY","FELONY","BROOKLYN",83,40.702180966,-73.924263452,"(40.702180966, -73.924263452)",10477,"271-281 Knickerbocker Ave, Brooklyn, NY 11237, USA","271-281","Knickerbocker Avenue","Bushwick","Brooklyn","Kings County","New York","United States",11237,NA,NA,NA,"11237"
"10179","09/21/2015","CRIMINAL TRESPASS","MISDEMEANOR","QUEENS",110,40.746763911,-73.869013317,"(40.746763911, -73.869013317)",10478,"41-15 Warren St, Flushing, NY 11373, USA","41-15","Warren Street","Flushing","Queens","Queens County","New York","United States",11373,NA,NA,NA,"11373"
"10180","06/01/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","STATEN ISLAND",121,40.599819007,-74.178242314,"(40.599819007, -74.178242314)",10479,"3633 Victory Blvd, Staten Island, NY 10314, USA","3633","Victory Boulevard","Bloomfield","Staten Island","Richmond County","New York","United States",10314,6761,NA,NA,"10314"
"10181","08/02/2015","POSSESSION OF STOLEN PROPERTY","FELONY","BRONX",41,40.818903233,-73.892279305,"(40.818903233, -73.892279305)",10480,"943 Bruckner Blvd, Bronx, NY 10459, USA","943","Bruckner Boulevard","West Bronx","Bronx","Bronx County","New York","United States",10459,NA,NA,NA,"10459"
"10182","05/18/2015","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN",77,40.668583957,-73.926979932,"(40.668583957, -73.926979932)",10481,"1261 Eastern Pkwy, Brooklyn, NY 11213, USA","1261","Eastern Parkway","Crown Heights","Brooklyn","Kings County","New York","United States",11213,NA,NA,NA,"11213"
"10183","05/12/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS",105,40.692790265,-73.738319901,"(40.692790265, -73.738319901)",10482,"223-1 118th Ave, Cambria Heights, NY 11411, USA","223-1","118th Avenue","Cambria Heights","Queens","Queens County","New York","United States",11411,NA,NA,NA,"11411"
"10184","08/23/2015","GRAND LARCENY","FELONY","BROOKLYN",62,40.596166348,-73.991406223,"(40.596166348, -73.991406223)",10483,"134 Bay 37th St, Brooklyn, NY 11214, USA","134","Bay 37th Street","Gravesend","Brooklyn","Kings County","New York","United States",11214,5316,NA,NA,"11214"
"10185","04/11/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","MANHATTAN",32,40.822016943,-73.93891535,"(40.822016943, -73.93891535)",10484,"2508 Adam Clayton Powell Jr Blvd, New York, NY 10039, USA","2508","Adam Clayton Powell Junior Boulevard","Upper Manhattan","Manhattan","New York County","New York","United States",10039,NA,"New York",NA,"10039"
"10186","06/27/2015","HARRASSMENT 2","VIOLATION","QUEENS",101,40.600154743,-73.762983009,"(40.600154743, -73.762983009)",10485,"28-0-28-98 Beach Channel Dr, Far Rockaway, NY 11691, USA","28-0-28-98","Beach Channel Drive","Far Rockaway","Queens","Queens County","New York","United States",11691,NA,NA,NA,"11691"
"10187","05/29/2015","BURGLARY","FELONY","BRONX",49,40.844979482,-73.867334442,"(40.844979482, -73.867334442)",10486,"663 Morris Park Ave, Bronx, NY 10462, USA","663","Morris Park Avenue","East Bronx","Bronx","Bronx County","New York","United States",10462,3502,NA,NA,"10462"
"10188","10/20/2015","BURGLARY","FELONY","BROOKLYN",79,40.687073681,-73.94320361,"(40.687073681, -73.94320361)",10487,"595 Gates Ave, Brooklyn, NY 11221, USA","595","Gates Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"10189","01/08/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",83,40.694681092,-73.931145324,"(40.694681092, -73.931145324)",10488,"11 Lawton St, Brooklyn, NY 11221, USA","11","Lawton Street","Bushwick","Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"10190","04/20/2015","BURGLARY","FELONY","BRONX",40,40.823316011,-73.918095261,"(40.823316011, -73.918095261)",10489,"299 E 158th St, Bronx, NY 10451, USA","299","East 158th Street","West Bronx","Bronx","Bronx County","New York","United States",10451,NA,NA,NA,"10451"
"10191","08/08/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","MANHATTAN",1,40.726675427,-74.001141543,"(40.726675427, -74.001141543)",10490,"132-140 Thompson St, New York, NY 10012, USA","132-140","Thompson Street","Lower Manhattan","Manhattan","New York County","New York","United States",10012,NA,"New York",NA,"10012"
"10192","06/21/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","MANHATTAN",17,40.748683901,-73.980180335,"(40.748683901, -73.980180335)",10491,"Park Ave Tunnel, New York, NY 10016, USA",NA,"Park Avenue Tunnel","Midtown","Manhattan","New York County","New York","United States",10016,NA,"New York",NA,"10016"
"10193","11/09/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",94,40.717099925,-73.940234404,"(40.717099925, -73.940234404)",10492,"31 Kingsland Ave, Brooklyn, NY 11211, USA","31","Kingsland Avenue","East Williamsburg","Brooklyn","Kings County","New York","United States",11211,NA,NA,NA,"11211"
"10194","12/16/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",33,40.844502992,-73.936350245,"(40.844502992, -73.936350245)",10493,"554w W 174th St, New York, NY 10033, USA","554w","West 174th Street",NA,NA,NA,"New York","United States",10033,NA,"New York",NA,"10033"
"10195","09/06/2015","FELONY ASSAULT","FELONY","QUEENS",112,40.72570983,-73.869848425,"(40.72570983, -73.869848425)",10494,"6247-6249 Woodhaven Blvd, Rego Park, NY 11374, USA","6247-6249","Woodhaven Boulevard","Rego Park","Queens","Queens County","New York","United States",11374,NA,NA,NA,"11374"
"10196","02/11/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",19,40.777850983,-73.955749088,"(40.777850983, -73.955749088)",10495,"157-165 E 84th St, New York, NY 10028, USA","157-165","East 84th Street","Upper East Side","Manhattan","New York County","New York","United States",10028,NA,"New York",NA,"10028"
"10197","11/24/2015","DANGEROUS WEAPONS","MISDEMEANOR","MANHATTAN",32,40.825490239,-73.941278844,"(40.825490239, -73.941278844)",10496,"130 Bradhurst Ave, New York, NY 10039, USA","130","Bradhurst Avenue","Upper Manhattan","Manhattan","New York County","New York","United States",10039,NA,"New York",NA,"10039"
"10198","12/23/2015","GRAND LARCENY","FELONY","MANHATTAN",28,40.807780622,-73.945484727,"(40.807780622, -73.945484727)",10497,"100 Dr Martin Luther King Jr Blvd, New York, NY 10027, USA","100","Doctor Martin Luther King Junior Boulevard","Upper Manhattan","Manhattan","New York County","New York","United States",10027,NA,"New York",NA,"10027"
"10199","07/02/2015","DANGEROUS WEAPONS","FELONY","STATEN ISLAND",120,40.633170185,-74.102523912,"(40.633170185, -74.102523912)",10498,"91 Elwood Pl, Staten Island, NY 10301, USA","91","Elwood Place","West Brighton","Staten Island","Richmond County","New York","United States",10301,2649,NA,NA,"10301"
"10200","11/11/2015","PETIT LARCENY","MISDEMEANOR","BRONX",41,40.82026101,-73.888487099,"(40.82026101, -73.888487099)",10499,"1150-1164 Garrison Ave, Bronx, NY 10474, USA","1150-1164","Garrison Avenue","West Bronx","Bronx","Bronx County","New York","United States",10474,NA,NA,NA,"10474"
"10201","01/11/2015","FELONY ASSAULT","FELONY","STATEN ISLAND",121,40.630323389,-74.15243843,"(40.630323389, -74.15243843)",10500,"255 Simonson Ave, Staten Island, NY 10303, USA","255","Simonson Avenue","Mariners Harbor","Staten Island","Richmond County","New York","United States",10303,2511,NA,NA,"10303"
"10202","05/07/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",67,40.647257924,-73.955695156,"(40.647257924, -73.955695156)",10501,"2315 Bedford Ave, Brooklyn, NY 11226, USA","2315","Bedford Avenue","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States",11226,5003,NA,NA,"11226"
"10203","05/01/2015","GRAND LARCENY","FELONY","BROOKLYN",71,40.65692324,-73.939646779,"(40.65692324, -73.939646779)",10502,"691-725 Albany Ave, Brooklyn, NY 11203, USA","691-725","Albany Avenue","East Flatbush","Brooklyn","Kings County","New York","United States",11203,NA,NA,NA,"11203"
"10204","04/08/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.808611808,-73.909765238,"(40.808611808, -73.909765238)",10503,"750 St Mary's St, Bronx, NY 10454, USA","750","Saint Mary's Street","West Bronx","Bronx","Bronx County","New York","United States",10454,NA,NA,NA,"10454"
"10205","04/24/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",42,40.824267332,-73.909295973,"(40.824267332, -73.909295973)",10504,"507B E 163rd St, Bronx, NY 10456, USA","507B","East 163rd Street","Morrisania","Bronx","Bronx County","New York","United States",10456,NA,NA,NA,"10456"
"10206","01/31/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.868285582,-73.891779904,"(40.868285582, -73.891779904)",10505,"209 Miriam St, Bronx, NY 10458, USA","209","Miriam Street","West Bronx","Bronx","Bronx County","New York","United States",10458,NA,NA,NA,"10458"
"10207","10/21/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",73,40.670056817,-73.921174536,"(40.670056817, -73.921174536)",10506,"1681 St Johns Pl, Brooklyn, NY 11233, USA","1681","Saint Johns Place","Crown Heights","Brooklyn","Kings County","New York","United States",11233,NA,NA,NA,"11233"
"10208","02/02/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",70,40.626281948,-73.962546567,"(40.626281948, -73.962546567)",10507,"950-956 E 14th St, Brooklyn, NY 11230, USA","950-956","East 14th Street","Midwood","Brooklyn","Kings County","New York","United States",11230,NA,NA,NA,"11230"
"10209","09/18/2015","HARRASSMENT 2","VIOLATION","QUEENS",105,40.726818909,-73.730707061,"(40.726818909, -73.730707061)",10508,"237-1-237-99 92nd Rd, Bellerose, NY 11426, USA","237-1-237-99","92nd Road","Bellerose","Queens","Queens County","New York","United States",11426,NA,NA,NA,"11426"
"10210","05/30/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",18,40.765024079,-73.98483595,"(40.765024079, -73.98483595)",10509,"300-306 W 54th St, New York, NY 10019, USA","300-306","West 54th Street","Midtown","Manhattan","New York County","New York","United States",10019,5102,"New York",NA,"10019"
"10211","12/04/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","QUEENS",113,40.679980738,-73.776233907,"(40.679980738, -73.776233907)",10510,"167-0-167-2 Baisley Blvd, Jamaica, NY 11434, USA","167-0-167-2","Baisley Boulevard","Jamaica","Queens","Queens County","New York","United States",11434,NA,NA,NA,"11434"
"10212","11/13/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",104,40.723001727,-73.901197416,"(40.723001727, -73.901197416)",10511,"64-10-64-24 Grand Ave, Maspeth, NY 11378, USA","64-10-64-24","Grand Avenue","Maspeth","Queens","Queens County","New York","United States",11378,NA,NA,NA,"11378"
"10213","05/28/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",67,40.646597277,-73.925458064,"(40.646597277, -73.925458064)",10512,"5411-5421 Beverley Rd, Brooklyn, NY 11203, USA","5411-5421","Beverley Road","East Flatbush","Brooklyn","Kings County","New York","United States",11203,5420,NA,NA,"11203"
"10214","07/13/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",73,40.675187533,-73.904062212,"(40.675187533, -73.904062212)",10513,"E New York Ave, Brooklyn, NY, USA",NA,"East New York Avenue",NA,"Brooklyn","Kings County","New York","United States",NA,NA,"New York",NA,NA
"10215","12/30/2015","FELONY ASSAULT","FELONY","MANHATTAN",28,40.807395483,-73.949588584,"(40.807395483, -73.949588584)",10514,"2052 7th Ave, New York, NY 10027, USA","2052","7th Avenue","Upper Manhattan","Manhattan","New York County","New York","United States",10027,NA,"New York",NA,"10027"
"10216","11/28/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",26,40.802903945,-73.960698974,"(40.802903945, -73.960698974)",10515,"1 Morningside Dr, New York, NY 10025, USA","1","Morningside Drive","Upper Manhattan","Manhattan","New York County","New York","United States",10025,NA,"New York",NA,"10025"
"10217","05/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",19,40.764058097,-73.961837361,"(40.764058097, -73.961837361)",10516,"1223-1233 2nd Ave, New York, NY 10065, USA","1223-1233","2nd Avenue","Upper East Side","Manhattan","New York County","New York","United States",10065,NA,"New York",NA,"10065"
"10218","04/19/2015","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN",14,40.757624357,-73.985682275,"(40.757624357, -73.985682275)",10517,"1505-1531 Broadway, New York, NY 10036, USA","1505-1531","Broadway","Midtown","Manhattan","New York County","New York","United States",10036,NA,"New York",NA,"10036"
"10219","04/24/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","QUEENS",109,40.754135342,-73.823101828,"(40.754135342, -73.823101828)",10518,"43-55-43-67 Kissena Blvd, Flushing, NY 11355, USA","43-55-43-67","Kissena Boulevard","Flushing","Queens","Queens County","New York","United States",11355,NA,NA,NA,"11355"
"10220","09/12/2015","HARRASSMENT 2","VIOLATION","QUEENS",105,40.737245053,-73.708772232,"(40.737245053, -73.708772232)",10519,"259-13 Hillside Avenue, Glen Oaks, NY 11004, USA","259-13","Hillside Avenue","Glen Oaks","Queens","Queens County","New York","United States",11004,NA,NA,NA,"11004"
"10221","08/23/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",40,40.807280045,-73.928518321,"(40.807280045, -73.928518321)",10520,"23 Bruckner Blvd, Bronx, NY 10454, USA","23","Bruckner Boulevard","West Bronx","Bronx","Bronx County","New York","United States",10454,NA,NA,NA,"10454"
"10222","07/21/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","MANHATTAN",30,40.82490603,-73.947851812,"(40.82490603, -73.947851812)",10521,"1707 Amsterdam Ave, New York, NY 10031, USA","1707","Amsterdam Avenue","Upper Manhattan","Manhattan","New York County","New York","United States",10031,NA,"New York",NA,"10031"
"10223","03/24/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.862170945,-73.895354492,"(40.862170945, -73.895354492)",10522,"261 E Fordham Rd, Bronx, NY 10458, USA","261","East Fordham Road","West Bronx","Bronx","Bronx County","New York","United States",10458,NA,NA,NA,"10458"
"10224","08/18/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.817941833,-73.847785022,"(40.817941833, -73.847785022)",10523,"515-575 Castle Hill Ave, Bronx, NY 10473, USA","515-575","Castle Hill Avenue","East Bronx","Bronx","Bronx County","New York","United States",10473,NA,NA,NA,"10473"
"10225","10/31/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",69,40.651194715,-73.896921514,"(40.651194715, -73.896921514)",10524,"10605-10637 Farragut Rd, Brooklyn, NY 11236, USA","10605-10637","Farragut Road","Canarsie","Brooklyn","Kings County","New York","United States",11236,NA,NA,NA,"11236"
"10226","07/30/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",77,40.67140715,-73.929482253,"(40.67140715, -73.929482253)",10525,"1475 Sterling Pl, Brooklyn, NY 11213, USA","1475","Sterling Place","Crown Heights","Brooklyn","Kings County","New York","United States",11213,3001,NA,NA,"11213"
"10227","08/17/2015","FELONY ASSAULT","FELONY","BROOKLYN",73,40.668646373,-73.917784125,"(40.668646373, -73.917784125)",10526,"1501 Pitkin Ave, Brooklyn, NY 11212, USA","1501","Pitkin Avenue","Brownsville","Brooklyn","Kings County","New York","United States",11212,4297,NA,NA,"11212"
"10228","10/03/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.841861106,-73.879487809,"(40.841861106, -73.879487809)",10527,"1015 E 179th St, Bronx, NY 10460, USA","1015","East 179th Street","West Bronx","Bronx","Bronx County","New York","United States",10460,NA,NA,NA,"10460"
"10229","06/15/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",77,40.673202944,-73.946012906,"(40.673202944, -73.946012906)",10528,"953 Park Pl, Brooklyn, NY 11213, USA","953","Park Place","Crown Heights","Brooklyn","Kings County","New York","United States",11213,NA,NA,NA,"11213"
"10230","07/23/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",84,40.69969571,-73.981691569,"(40.69969571, -73.981691569)",10529,"168-224 Sands St, Brooklyn, NY 11201, USA","168-224","Sands Street",NA,"Brooklyn","Kings County","New York","United States",11201,NA,NA,NA,"11201"
"10231","04/04/2015","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND",120,40.640881451,-74.080364905,"(40.640881451, -74.080364905)",10530,"149 Daniel Low Terrace, Staten Island, NY 10301, USA","149","Daniel Low Terrace","St. George","Staten Island","Richmond County","New York","United States",10301,2338,NA,NA,"10301"
"10232","10/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",34,40.861149676,-73.918930775,"(40.861149676, -73.918930775)",10531,"362-398 W 203rd St, New York, NY 10034, USA","362-398","West 203rd Street","Upper Manhattan","Manhattan","New York County","New York","United States",10034,NA,"New York",NA,"10034"
"10233","03/07/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",52,40.869641539,-73.904291483,"(40.869641539, -73.904291483)",10532,"2647 Sedgwick Ave, Bronx, NY 10468, USA","2647","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States",10468,NA,NA,NA,"10468"
"10234","09/03/2015","BURGLARY","FELONY","BRONX",48,40.846606943,-73.887886316,"(40.846606943, -73.887886316)",10533,"735-755 Oakland Pl, Bronx, NY 10457, USA","735-755","Oakland Place","Tremont","Bronx","Bronx County","New York","United States",10457,NA,NA,NA,"10457"
"10235","01/04/2015","GRAND LARCENY","FELONY","MANHATTAN",9,40.722942001,-73.988644426,"(40.722942001, -73.988644426)",10534,"205 Allen St, New York, NY 10002, USA","205","Allen Street","Lower Manhattan","Manhattan","New York County","New York","United States",10002,NA,"New York",NA,"10002"
"10236","07/02/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",1,40.711248886,-74.015129462,"(40.711248886, -74.015129462)",10535,"1 Liberty St, New York, NY 10281, USA","1","Liberty Street","Lower Manhattan","Manhattan","New York County","New York","United States",10281,NA,"New York",NA,"10281"
"10237","09/13/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",14,40.749077943,-73.993880399,"(40.749077943, -73.993880399)",10536,"235 W 30th St, New York, NY 10001, USA","235","West 30th Street","Midtown","Manhattan","New York County","New York","United States",10001,NA,"New York",NA,"10001"
"10238","06/19/2015","DANGEROUS DRUGS","MISDEMEANOR","QUEENS",103,40.693597763,-73.800190521,"(40.693597763, -73.800190521)",10537,"107-33-107-43 Sutphin Blvd, Jamaica, NY 11435, USA","107-33-107-43","Sutphin Boulevard","Jamaica","Queens","Queens County","New York","United States",11435,NA,NA,NA,"11435"
"10239","05/21/2015","FELONY ASSAULT","FELONY","BROOKLYN",81,40.677878376,-73.93731324,"(40.677878376, -73.93731324)",10538,"1545 Atlantic Ave, Brooklyn, NY 11213, USA","1545","Atlantic Avenue","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11213,NA,NA,NA,"11213"
